,0
432,0.4197617453922671
431,0.39228706664681606
410,0.3768956666665939
439,0.37032922234180504
411,0.3669346412301467
404,0.3556903302110609
438,0.35245291124926065
684,0.34306909850409345
382,0.32722077899838514
683,0.32484359854884937
403,0.3246993445864628
460,0.31868523334292825
383,0.3116000371524851
467,0.3090868849977446
355,0.3028213707255116
459,0.30262266955956046
685,0.2999298192424303
712,0.292926774608251
354,0.28188791176935746
319,0.28116944418533557
376,0.27957838115219996
433,0.2785247777113074
348,0.2740938415141835
711,0.27140034750821496
296,0.27053102684952324
347,0.26749216964084543
440,0.26630927049062897
713,0.264408218050816
291,0.26334906619320636
405,0.26044454381176646
327,0.2584176367850094
682,0.25420783082182435
466,0.2536719520327415
263,0.25244847371967116
468,0.25233264623653395
235,0.24975709536546917
295,0.24857658138215005
377,0.24423907386826435
375,0.24313741126934518
290,0.2421064827234503
495,0.24027603252099777
318,0.23912964704510148
320,0.23819789924731383
349,0.23403913112590766
430,0.23129459800410218
262,0.2269324142346253
236,0.22677257444186566
412,0.22297288527892373
125,0.21864171030423074
126,0.21725367838161952
124,0.21579331146712186
127,0.21493466390316435
156,0.2129479384799171
664,0.2128973802889302
710,0.21238141229930374
324,0.2101229142114654
437,0.20771300489817826
663,0.20646411975891737
346,0.20447438465733114
496,0.20379673227432146
299,0.20200425742317796
402,0.20075396790127006
264,0.19938226032286038
292,0.1991784935525799
268,0.19905292794301793
409,0.19813828652419632
234,0.1976425676208693
740,0.19706515632556812
208,0.19569844530818378
123,0.19408817309986265
128,0.19260771648552336
323,0.1911310604498068
157,0.19109458534871415
686,0.18905776187397463
741,0.1888825525107004
523,0.1880552722508953
461,0.18736576098299612
155,0.18073967620581907
739,0.17661404911397785
326,0.17617907264427554
359,0.17462115438111053
374,0.17339742418404153
494,0.1715461768446251
714,0.17150787132607448
150,0.17093852400438575
271,0.17087028057624049
632,0.17084237899621005
384,0.17082232135048667
207,0.17000387532911737
662,0.16834176210344687
387,0.1682168244024219
267,0.1676633767672688
358,0.16758116024388658
665,0.16753923754975178
381,0.16585058172629452
289,0.16364505704394458
681,0.16078643650713986
633,0.16028723002915146
458,0.1590757579502369
636,0.15885824970947196
331,0.1588336696438738
151,0.15579668713764488
637,0.15556433051596194
321,0.15527320245943685
328,0.15442960775219106
356,0.1542007627907095
465,0.15386000759742863
524,0.15312348040025756
300,0.15304393778797742
330,0.15255750308331778
209,0.15226163188913505
317,0.15113844119448683
243,0.1506401985573018
386,0.15043182892223056
184,0.1490335325034893
427,0.14886732415223533
625,0.14875556573492335
742,0.1485749315966935
122,0.14808741756509974
237,0.14793419696627702
261,0.14762994701345772
415,0.14494607669769966
272,0.14476341326800318
149,0.14414794536100559
519,0.14317523739717036
635,0.14231836171811543
634,0.14187661124217923
661,0.14097124675977307
738,0.14083669499849263
455,0.14072268303709892
518,0.13909076879181423
551,0.13832554751035542
185,0.1376282785541987
709,0.137023815448013
297,0.13685161281190783
154,0.13621822047316356
456,0.13595751112466678
522,0.13530664569521517
388,0.13525407635304584
360,0.1342350593264042
99,0.13389480812426038
399,0.13287219139619766
428,0.13007191482524222
624,0.1298392468546356
598,0.12895707502282372
626,0.12852306544741343
158,0.12801574669609003
604,0.1280018763534379
152,0.12631932529613216
129,0.12607314257118285
98,0.12585307635979753
547,0.12505103474440082
599,0.12372751831468554
597,0.12294834984935721
517,0.1228794665261898
303,0.12233473789195268
483,0.12205385863628579
660,0.12106217698772563
177,0.12097250678673951
426,0.1208769002277243
416,0.12082071543679802
244,0.12021284526457582
631,0.11992682063456529
100,0.11969971948096376
345,0.1185110839674333
332,0.11827165046176359
153,0.11574681017388226
596,0.1146220462121318
484,0.11419288621939738
570,0.11307101878873438
571,0.11306140421718051
627,0.11246773377423802
443,0.11208287877207011
603,0.11203929989301613
544,0.11199108520594189
550,0.1114731838444171
398,0.11115470611866854
302,0.1110974127665909
414,0.10945438964956251
233,0.10923819713209457
97,0.108504677047154
575,0.10734119274714239
454,0.1073181131949143
378,0.10728038714009794
552,0.10704858047610087
186,0.10600696891313044
183,0.1045271043530483
576,0.10367075566761051
178,0.10284071187119986
546,0.10177561635381327
469,0.10060062748538932
511,0.09942146595763485
545,0.09902663708088034
743,0.09869009800701015
242,0.09856525857946172
638,0.09829393837823894
435,0.09814233472306906
269,0.09779248237551597
543,0.09738085198956284
548,0.09680877307686413
497,0.0961869543955345
371,0.09617980055060481
444,0.09602678878314476
265,0.09563955131864128
487,0.09542540433427313
520,0.09462384238862571
206,0.09437773941346313
352,0.09437465542819407
121,0.09368208925950325
666,0.09272001380113182
737,0.09253260388181112
512,0.09218457147240004
569,0.09185085125256974
350,0.09166413654807744
516,0.0911601818335993
652,0.090454458280758
96,0.09029102864319538
623,0.09015922214498107
653,0.08965639566085681
353,0.08909642871160525
294,0.08848312477098418
491,0.08821706123690395
716,0.08813456849467748
568,0.08798114795178283
400,0.08670115500688606
304,0.0864795525557921
407,0.08578527315643535
482,0.08557588046143341
708,0.08521873828331053
240,0.08484515389685285
148,0.08444691556765271
215,0.08395955728856735
525,0.0837197700729466
370,0.08371786234199233
293,0.08248330447308938
488,0.08241681751978497
542,0.08225307383431744
540,0.08172159389001729
176,0.08161474807892286
657,0.08111777153213702
471,0.0810855319064216
298,0.0802376028794314
680,0.07987376916786039
572,0.07981544347278849
441,0.07957803835862273
539,0.07913106141539755
351,0.0784570477101974
595,0.0780257284342803
717,0.07786928612430241
689,0.07693276645827736
373,0.07527792841618842
605,0.07499135675500405
628,0.07333294270392911
216,0.07326175682485048
101,0.07166017905239823
541,0.07124411395574075
389,0.07079457538990373
275,0.07072876369850595
95,0.07059654188885967
472,0.06959658902406224
214,0.06846802627353792
768,0.0682834863171634
210,0.06809448438758266
600,0.06800787241660833
651,0.0679727893464222
567,0.0677840542316347
270,0.06759166471665581
553,0.06706384209309488
579,0.06701409392891335
622,0.06590230601201735
510,0.0653851320981474
769,0.06422550440661585
442,0.06405519171505636
361,0.06318626073457151
187,0.06279451475159226
417,0.06273453645012761
288,0.06172113869985883
493,0.06159039310686516
513,0.06120181357002026
217,0.060577258794510876
406,0.059915970430838295
343,0.05949708894361726
274,0.0590665805540982
490,0.05784054328460794
736,0.057761423393452735
594,0.05706387165267201
578,0.05668120077658001
239,0.0565587422209325
342,0.05622174056731825
767,0.05616085289098127
260,0.055830325073872526
690,0.05572621922244724
499,0.05552837003651084
688,0.05474606818438047
610,0.053300028987588184
744,0.05325331923118045
609,0.05305463240928569
463,0.052932254400381795
650,0.05247751482572745
316,0.052340069944510306
659,0.05209303610763305
580,0.05154871195374368
485,0.05088313074613481
245,0.04979631008835694
179,0.04970063760241378
515,0.04968630684479839
656,0.049182070463791895
770,0.048660083064088144
538,0.047972135617458764
654,0.047406305090065694
130,0.04718749345181499
639,0.04670520618898019
500,0.04647334189828274
325,0.046444689905648526
94,0.046054052320234455
574,0.04589990896098248
658,0.045549716462548365
630,0.045272962417866956
425,0.04494914136315496
276,0.044638598981501805
602,0.044251874365617706
120,0.04413362599881859
333,0.04410282705877725
133,0.04383512259010079
132,0.04369158437472351
232,0.04345219974322624
492,0.04340629498062882
445,0.04263124846854012
766,0.04262755809896189
707,0.04231273684714946
667,0.04220585349221942
566,0.041944390348824474
621,0.041582730756564136
238,0.04134963348241192
593,0.04084313120272947
486,0.0398578226031592
159,0.039805551010653965
514,0.0390213849379163
212,0.03824345460746117
453,0.03820303197244146
687,0.03808134764122439
745,0.03803652948977152
379,0.03782663782200641
606,0.037252140266689986
104,0.036389755178647405
147,0.03618877834983411
182,0.03605221577216137
397,0.0359882666014534
266,0.035602030323084115
527,0.03555993123617395
401,0.035508191556198346
679,0.035071994444310785
175,0.03490202947617946
413,0.03479852491915664
218,0.03448914624455365
357,0.034349618076798344
161,0.03410418951579287
649,0.03391408984337278
608,0.03382326703453412
607,0.03350426742273983
315,0.03327030871980205
765,0.032746380163176436
105,0.031910305886383175
162,0.031174846736572358
457,0.031157556556772704
581,0.031150772392620252
273,0.030781496863217617
191,0.03032842777704676
611,0.0299075901969298
134,0.02967648124755829
735,0.028530052287697717
470,0.02849281957133218
190,0.028486306938428504
314,0.028357489719632336
746,0.02826913739809994
481,0.027909223140804646
205,0.027499644087862173
771,0.02736071856001308
408,0.027346269296581426
629,0.027065607458249034
691,0.02689484234813292
573,0.026448068022201485
565,0.02614594371411103
372,0.02580802213865359
93,0.025557009383797912
219,0.02542537926589169
434,0.02509645052755126
163,0.02506583340262403
192,0.023891377822094956
528,0.023840256285822276
719,0.023753161610664947
380,0.0236133901488421
344,0.023460016586849614
220,0.023209623118936446
473,0.022538622447596197
555,0.02207120142169112
329,0.021996591292600818
71,0.02193561748782881
640,0.021857574907105274
509,0.021618746433503824
160,0.021011265923631166
747,0.020951692067984133
537,0.02076693066436675
106,0.02063496098044499
135,0.020580442357428605
119,0.020431373347098387
720,0.020359181423212316
706,0.020305715607299536
102,0.01991983846430723
305,0.019900888763689523
103,0.019520575094471547
764,0.018509842262771345
189,0.01823578132072636
521,0.018081648727815952
146,0.018059862778630174
72,0.017988557433660318
601,0.01786564838415425
583,0.016997505279912062
592,0.016861540625513732
193,0.016297321915280303
164,0.016069932840877443
668,0.015971909282030555
70,0.015923697866225033
692,0.015874992579374542
118,0.015617918753179076
748,0.015350254747046835
464,0.015323280262246068
131,0.015295787593221439
285,0.015150416074321637
734,0.015057188656971499
92,0.015038306344364868
462,0.014910768919017691
322,0.014805662360614775
247,0.014607356906095572
211,0.014272381571049632
648,0.01421799637109237
313,0.01406807059834631
76,0.01394340676105029
612,0.01374504175907539
174,0.013658854282463046
693,0.01355731420649305
620,0.013518498280692499
564,0.01343909108071566
166,0.013420916683362077
194,0.013290998648549698
721,0.013206762425116193
489,0.012950837266632176
136,0.012913034162777882
369,0.012885583381721542
138,0.012794989059856028
718,0.012730708545232328
213,0.012648414882058562
107,0.012465135485584106
44,0.01194022671790737
763,0.011833462664057662
221,0.011711124941473602
145,0.011626208127413027
77,0.011514651978300691
287,0.011439735816979818
188,0.011413335812944254
705,0.011374918769643125
669,0.011373866927768112
385,0.011308651591488464
772,0.01122856790643468
536,0.01114666242263581
715,0.010903002451417508
582,0.01083543251431462
508,0.010699233923570325
165,0.010622424782670246
549,0.010486902042049055
577,0.010469747139642159
180,0.010407062037598629
137,0.010214567902947853
45,0.010138593504752217
43,0.010136468437900815
108,0.010055690223326294
42,0.009892004683923131
167,0.009854115524263242
480,0.009843277278979911
91,0.009748926254104786
75,0.00942737964112566
231,0.009281777633556273
173,0.009211690861262924
117,0.009208405217404408
776,0.009060605214881832
732,0.009060605214881813
733,0.009060605214881806
704,0.009060605214881806
363,0.009060605214881792
335,0.008941465972047466
68,0.008716169606175167
69,0.008395143499116915
139,0.008265327761649035
556,0.008236456818783676
257,0.008135347239319536
256,0.008103942801420176
228,0.008016875321501216
73,0.007991444403952769
41,0.007972963150479134
479,0.007951552005912414
557,0.00790837700485795
391,0.007882345305262849
241,0.007870092119260338
78,0.007857403623878881
507,0.007831760271060913
109,0.007825341131213288
762,0.0077494210255290175
647,0.007692350275938357
677,0.007670834488517645
694,0.007355300980679481
334,0.0072090424325245836
222,0.007094936371807374
90,0.007047137389352545
14,0.007047137389352531
16,0.007047137389352511
15,0.007047137389352496
17,0.007047137389352493
74,0.007021962150103622
284,0.006931059331231494
341,0.006891944927739256
362,0.0068852163055488184
529,0.006831925833610984
64,0.006656035019989145
246,0.006635209828912795
749,0.006619004289248677
195,0.006536507940540952
695,0.006499858729495861
390,0.0064538784069780065
452,0.006444960905486517
203,0.0062650756422338175
498,0.006241399528577462
535,0.006111579250583317
641,0.006020565958878457
202,0.00596353586843428
678,0.005913626820981488
554,0.005880736044633449
111,0.0058598747241887916
585,0.005833030410046428
227,0.005825255041237431
526,0.005738592597565837
696,0.00570726214715042
451,0.005700443210113369
311,0.00558014047944773
301,0.005563575925706006
722,0.005501579717053626
79,0.005371375705659776
646,0.005033669563823246
63,0.005033669563823244
775,0.004994834106169744
144,0.004972341370266138
339,0.004970626713831247
204,0.004958735705311356
110,0.0048847877540774175
80,0.004785665010176359
396,0.004744478648579949
223,0.004681005930818948
258,0.004601652632989232
340,0.0045850514951517474
249,0.004510113843797788
65,0.004445240276927938
563,0.004444979121345267
67,0.004385207912340003
253,0.004247172841907296
281,0.004235919830772683
259,0.004151944383765813
255,0.004136443580177549
584,0.004123220990102624
309,0.004003671223854382
306,0.003914601018428938
225,0.0038767816880461046
286,0.003800604634422574
312,0.00377770495407759
81,0.0036745155325525144
619,0.0035534055147512732
613,0.0034665380431204923
591,0.0034583079120350047
